,0
1698,phó bí thư đảng uỷ xã
1699,cod
1700,nv giám sát
1701,công nhân lắp đặt bậc 5/7  đội quản lý mạng
1702,nhân viên kỹ thuật thử việc
1703,cán bộ ban tổ chức
1704,công nhân điện tử
1705,công nhân xưởng dệt
1706,trình dược viên
1707,cn kcs -xn 1
1708,công nhân lắp ráp điện tủ;
1709,coõng nhaõn veọ sinh coõng nghieọp nhaứ maựy thuoọc da
1710,quản lý kinh doanh
1711,công nhân chỉnh lý đi 3 ca
1712,viên chức
1713,công nhân khâu in
1714,công nhân phơi bản in
1715,kỹ sư đảm bảo chất lượng phần mềm
1716,điện máy
1717,công nhân vận hành dây chuyền sợi (máy ghép thô)
1718,y sĩ yhct
1719,chuyên viên phòng thu
1720,cn vận hành máy may cn
1721,ho chi minh
1722,giáo viên.trường tiểu học văn lem
1723,công nhân vận hành tháp trao đổi nhiệt lò nung clinker xi măng
1724,công nhân chà nhám b
1725,nhân viên bv
1726,phó phòng giáo dục
1727,công nhân ép suất  thành hình các sản phẩm cao su
1728,công nhân trực tiếp sản xuất muối
1729,nhân viên điểm giới thiệu dịch vụ (xe máy)
1730,cn nhuộm
1731,công nhân nhà máy cán thép
1732,công nhân phòng sản xuất mae
1733,nhân viên thông dịch
1734,điều dưỡng khoa ngoại chấn thương
1735,diễn viên
1736,nhân viên điện tử
1737,thợ cơ khí
1738,nhân viên kiểm soát chất lượng
1739,nhân viên trang trí kiêm thu ngân - sim số - v01 - đống đa - hà nội
1740,công nhân tmil x1
1741,chuyên viên văn phòng
1742,công nhân vận hành máy đục lỗ  tán khuy
1743,kỹ sư phát triển sản phẩm
1744,nhân viên dữ liệu
1745,nhân viên tiếp đón khách hàng
1746,công nhân quét keo dán chi tiết
1747,tcxd
1748,kiểm phẩm
1749,trợ lý xưởng sản xuất
1750,công nhân rót tương
1751,thợ lái máy
1752,thợ nguội sctbkt bậc 2
1753,cn- may giày
1754,công nhân trồng và thu hoạch
1755,công nhân sơn - sơn
1756,44297/nhân viên bán hàng lg/khánh hòa/vùng 1
1757,công nhân dán giày
1758,quản lý bán hàng
1759,công nhân trộn nguyên liệu
1760,tài xê
1761,công nhân cắt đế
1762,nhân viên giao nhận mb
1763,nhân viên trang trí kiêm thu ngân - sim số
1764,phân tích công đoạn
1765,lỏi xe
1766,công nhân trồng chăm sóc thu hái chè
1767,lái xe container trên 20 tấn
1768,công nhân smt
1769,nhân viên lái xe tải trọng 5 tấn
1770,nhân viên giao lắp
1771,công nhân dằn giày-đế
1772,cn pha chế
1773,công nhân hàng trắng ghế
1774,công nhân cơ khí nhà máy chế biến đồ gỗ xuất khẩu hoà xá
1775,công nhân sản xuất bộ dây dẫn điện
1776,công nhân press o/s
1777,công nhân thủ công gia công lần 2
1778,nv hỗ trợ kỹ thuật - lv2
1779,tài xế  nhân sự-hành chính-hậu mãi
1780,công nhân cắt và bao ép
1781,trưởng ca
1782,công nhân tạo phôi
1783,kỹ thuật xn giồng riềng
1784,cnvhsc đường dây & trạm cnđ sơn động
1785,nhân viên kiểm ngân
1786,công nhân làm 3 ca
1787,xã đội trưởng
1788,công nhân kiểm hoá
1789,kỷ thuật
1790,văn phòng - đảng ủy
1791,công nhân trợ lý lãnh liệu
1792,cnkt vận hành thiết bị sản xuất xi măng
1793,nhân viên - v04 - tỉnh nghệ an
1794,trung cấp nghề lái máy xúc bậc 1/6
1795,công nhân dán decal khô
1796,nv bảo vệ
1797,công nhân cán  luyện cao su trong sản xuất giầy dép
1798,nv hành lý
1799,công nhân vận hành - nmtđ sông chừng quang bình
1800,công nhân vận hành lò hơi
1801,giáo viên trung học cơ sở chính
1802,nhân viên spa
1803,giáo viên trường mẫu giáo krông năng
1804,bác sỹ đa khoa - công tác tại khoa nội tổng hợp
1805,công nhân tổ kho thành phẩm
1806,trugn cấp kỹ thuật vật lý trị liệu phục hồi chức năng
1807,giáo  viên
1808,giáo viên  - mầm non thống nhất
1809,huấn luyện viên cá nhân
1810,nhân viên sinh quản
1811,công nhân cắt hàng
1812,trợ lý chuyên viên
1813,công nhân bao bản
1814,công nhân bộ phận nhặt chỉ  hoàn thành
1815,kt - giao dịch viên
1816,công nhân khai thác khoáng sản trong hầm lò
1817,chế tác viên
1818,cn. đóng nút
1819,trưởng ca sản xuất - bộ phận sản xuất
1820,chủ tịch hội. phụ nữ xã
1821,cn sản xuất khung  màng loa điện thoại di động
1822,gíao viên trường tiểu học tân phước 1
1823,nhân viên giao hàng kỹ thuật
1824,chỉ huy phó
1825,phó bí thư đoàn thanh niên xã yên thắng. ủy ban nhân dân xã yên thắng  huyện lang chánh  tỉnh thanh
1826,thiết kế  thiết kế
1827,cn khai thác
1828,cn hàn
1829,công nhân chế biến tương ớt
1830,nhân viên phụ trách phát triển khách hàng
1831,công nhân  gia công
1832,trực phụ vận hành
1833,cn tổ đóng gói 1 - nmsx dược phẩm
1834,công nhân px cán thép nóng
1835,lái xe tải hàng kiêm giao nhận - đội giao nhận. phường 2  quận 10  tp.hcm
1836,nhân viên máy khoan lỗ
1837,chuyên viên kỹ thuật - sản xuất
1838,chuyên viên cấp cao huấn luyện đại lý &amp; kênh phân phối
1839,công nhân cơ khí sửa chữa ô tô  phụ xe
1840,công nhân làm giầy
1841,cán bộ kỷ thuật trạm thú y tp vị thanh
1842,nhân viên dự án
1843,nhân viên - v02 - tỉnh phú thọ
1844,công nhân tổ bảo trì cơ - nhà máy cán
1845,giáo viên thcs chính
1846,công nhân vô lon flexible
1847,công nhân xử lý nhiệt
1848,nhân viên kho kiêm hỗ trợ kỹ thuật - v04 - hàm yên - tuyên quang
1849,công nhân so sửa bán thành phẩm
1850,công nhân may công nghiệpline 17 f2
1851,nhân viên hồ bơi  khách sạn crowne plaza
1852,chuyên viên hỗ trợ kinh doanh-01
1853,nhân viên - v01 - tp. hà nội
1854,chiếu xạ - thành hình
1855,công nhân hiện trường sản xuất
1856,nhân viên - v01 - tp hồ chí minh
1857,công nhân hướng dẫn kỹ thuật may
1858,trợ lý sản xuất
1859,công nhân đế lớn
1860,nhân viên - v01 - tỉnh bà rịa - vũng tàu
1861,dược sỹ đại học
1862,trưởng tt
1863,thợ gõ rỉ sơn cơ giới
1864,nhân viên phòng kỹ thuật chất lượng
1865,cn chồng mũ
1866,cn chế biến ts
1867,nhân viên phòng tổ chức - hành chính - tổng hợp
1868,giáo viên mầm non. trường mn ba ngạc
1869,qc
1870,lao động hỗ trợ
1871,công nhân mài nhẵn mặt da
1872,bóc xếp
1873,scan mẫu
1874,công nhân tổ lắp ráp
1875,nhân viên cảnh quan
1876,nhân viên kiểm hàng
1877,công nhân cắt may cn
1878,công nhân cắt chỉ hàng thêu
1879,công nhân phổ thông
1880,giáo viên mn vĩnh hoà
1881,nv thu cước
1882,nhân viên phòng sản xuất
1883,công nhân scan &amp; pack
1884,áp suất
1885,đầu lò sấy b1
1886,công nhân may trực tiếp công nghiệp
1887,cn vận hành dc sx xơ polyester
1888,nhân viên cứu hộ
1889,bảo vệ làm theo chế độ 3 ca
1890,công nhân máy cuốn
1891,công nhân bộ phận may lt
1892,cán bộ m&amp;e
1893,nhân viên hỗ trợ hành chính
1894,nhân viên bán hàng nhà sách thanh niên
1895,thư ký
1896,công nhân lđpt - msft
1897,ép da
1898,công  nhân đế cs- chặt c
1899,công nhân sản xuất đồ dùng bằng da. bậc 1/6 n2a2.2
1900,công nhân may 6b
1901,công nhân tổ sơn
1902,coõng nhaõn queựt keo ủeỏ vaứ  muừ giaứy
1903,lập trình viên
1904,vận hành thiết bị lọc bụi điện  lọc bụi tay áo  vít tải bụi
1905,nhân viên vật tư
1906,công nhân máy đột dập
1907,công nhân sản xuất nước khoáng
1908,nhân viên tổ kiểm
1909,kỹ thuật xưởng 1
1910,công nhân tp
1911,tổ phó  giáo viên
1912,kỹ thuật vt_nhóm ii
1913,công nhân vhmm - lđ loại 4
1914,nhân viên bảo vệ crown
1915,thắt dây
1916,công nhân bộ phận sản xuất
1917,điều hành xe
1918,công nhân ép nhãn
1919,cn may cn
1920,nhân viên-tphcm
1921,công nhân cáp đông
1922,chủ tịch công đoàn giáo dục
1923,chuyên viên ban phong trào
1924,công nhân sản xuất thiết bị điện tử
1925,công nhân máy ép
1926,nv vh hệ thống lưới lọc nghiêng
1927,nhân viên tiếp đón khách hàng - v04 - tỉnh bình định
1928,công nhân vận hành máy may công nghiệp
1929,thợ hồ
1930,công nhân dán đế ckd
1931,công nhân bộ phận đế giày
1932,chỉ huy
1933,công nhân giặt
1934,nhân viên chế tạo khuôn
1935,nhân viên tư vấn - v02 - cẩm phả - quảng ninh
1936,cn đường dây
1937,hộ lý
1938,công nhân chế biến nông sản
1939,nhân viên - v02 - tỉnh thừa thiên huế
1940,cán bộ kỷ thuật
1941,công nhân ép dán
1942,công nhân may khuyết  cúc trong may công nghiệp
1943,nhân viên - v03 - tp cao bằng  tỉnh cao bằng
1944,công nhân ấn
1945,nv sale aqua vùng 02
1946,công nhân khai thác mủ
1947,kỹ sư tin học
1948,công nhân quản lý nguyên vật liệu
1949,công nhân làm rèm cửa
1950,tổng đài
1951,công nhân chà râu mèo
1952,kế tóan
1953,nhân viên nghiệp vụ
1954,công nhân khâu phụ
1955,công nhân-chuyền thành hình
1956,thêu vi tính
1957,điều dưỡng nha
1958,công nhân suất ăn công nghiệp
1959,công nhân cơ điện
1960,thợ lạng
1961,thủ kho chính
1962,cb
1963,nhân viên ánh sáng
1964,công nhân làm thùng
1965,công nhân mặt hàng mới
1966,chuyên viên phòng hợp tác quốc tế
1967,công nhân bọc da
1968,công nhân sản xuất bột cá  dầu cá
1969,công nhân dán mặt
1970,công nhân chỉnh lý giày
1971,cán sự văn phòng thống kê
1972,nhân viên ql kho
1973,cn cấp đông
1974,công nhân sản xuất đế giày
1975,kỹ sư qa/qc
1976,nhân viên kiểm vải khâu kiểm phẩm
1977,nhân viên bảo trì nm cuộn-túi (loại 2)
1978,công nhân phòng cắt
1979,công nhân tẩy nhuộm
1980,nhân viên bảo hành_đăk lăk
1981,công nhân tổ panel
1982,tỉa biên
1983,công nhân may  chuyền
1984,công nhân lắp dựng coppha
1985,công nhân chất lượng
1986,thuyền viên các tàu vận tải sông có công suất từ 90 cv trở lên
1987,công nhân  tiện phay  bào  khoan cắt gang thép
1988,quản lý - v01 - tp. hồ chí minh
1989,công nhân vận hành  máy may
1990,công nhân xỏ dây - cài quai
1991,công nhân phụ máy may giầy
1992,lđ phổ thông
1993,công nhân phụ sơn
1994,công nhân phụ chuyền
1995,trưởng phòng điều hành nội địa
1996,135
1997,công nhân tiện  phay  bào
1998,nv kiểm tra chất lượng
1999,công nhân gia công đế
2000,nhân viên kiểm soát chất lượng chuyền
2001,thủ quỹ cơ quan bậc 1/12
2002,công nhân c. bị kéo lụa
2003,phó chủ tịch uỷ ban mặt trận tổ quốc
2004,công nhân sửa chữa điện trong dây chuyền may
2005,công nhân gác chắn đội quản  lý xây dựng cầu đường bồng sơn
2006,sản xuất nội dung
2007,nhân viên sản xuất tôm
2008,nhân viên vùng 2
2009,công nhân kiểm hóa
2010,phó phòng kỹ thuật
2011,giáo viên mnncl (lđhđ)
2012,tài chính - kế toán
2013,nhân viên thừa hành
2014,công nhân quản lý vận hành đường dây 220 500kv
2015,nhân viên - v02 - tp long xuyên  tỉnh an giang
2016,giáo viên  trung học cơ sở
2017,phụ bếp
2018,công nhân dập đầu vis - xưởng inox
2019,nhân viên - văn phòng
2020,công nhân quét keo chuyền chuẩn bị
2021,tổ phó tổ bộ môn điện tử
2022,nv vp
2023,thợ bế
2024,công nhân tổ kỹ thuật
2025,nhân viên văn phòng  phòng kinh doanh
2026,bí thư xã đoàn
2027,công nhân sản xuất công nghệ
2028,công nhân mộc
2029,công nhân sấy  vo viên  đóng bao npk(nn-đh; cn long an)
2030,công nhân bộ phận chà nhám
2031,công nhân mài sf-mài cạnh
2032,công nhân móc last
2033,công nhân thợ may yếu
2034,công nhân kiểm tra chất lượng da
2035,nhân viên tổ kính cường lực
2036,nhân viên bán hàng xăng dầu
2037,phó trưởng ban nữ công
2038,cn cắt
2039,tài xế xáng cạp
2040,cn nguyên liệu
2041,80093/nhân viên dự án srf/hạ long/vùng 2
2042,giáo viên dạy tiếng nhật
2043,công nhân bộ phận ép
2044,kế toán trưởng bưu điện thành phố vinh
2045,công nhân gò
2046,nv kế hoạch nệm
2047,công nhân may chuyền 8
2048,tp may 1
2049,cán bộ văn phòng - thống kê xã
2050,kỹ sư xd cầu đường
2051,công nhân lắp ráp (may công nghiệp)
2052,trưởng quầy
2053,công nhân đứng máy đánh ống
2054,công nhân bắn thẻ bài
2055,công nhân bán lẻ xăng dầu - chxd số 31
2056,thủ kho cơ khí
2057,công nhân nhuộm f1
2058,nv ptdl
2059,nhân viên - v03 - tỉnh ninh bình
2060,nv v?n hành máy
2061,công nhân tổ làm gọng kính
2062,giáo viên trường th trương định
2063,chủ tịch ủy ban mặt trận tổ quốc
2064,công nhân sửa hàng 7
2065,công nhân lắp ráp motor
2066,công nhân sản xuất túi khí ô tô
2067,công nhân cbthsđl
2068,nhân viên giao nhận siêu tốc
2069,công nhân trực tiếp chăm sóc cà phê
2070,cn vận hành máy đóng bao xi măng - pxtp
2071,kiến trúc sư
2072,nhân viên điều hành
2073,dược sĩ
2074,nhân viên sau bán hàng kiêm tư vấn - v03 -  đại lộc - quảng nam
2075,cn mài
2076,cán bộ khuyến nông cơ sở
2077,nhân viên quản lý chất lượng
2078,y sĩ đa khoa
2079,nhân viên  xnk
2080,kỹ sư  phòng kỹ thuật 3
2081,nhân viên tổ bao gói  công ty cổ phần sữa hà nội  quang minh  mê linh  hà nội
2082,thu? kho
2083,nhân viên phòng công vụ
2084,thủ kho vật tư  công cụ dụng cụ
2085,nhân viên - v04 - tỉnh gia lai
2086,nhân viên chăm sóc động vật
2087,công nhân máy 2 kim
2088,cb địa chính -xd
2089,xưởng 1
2090,nv. điều phối kinh doanh
2091,công nhân vệ sinh máy ip
2092,công nhân relift
2093,chuyên viên quan hệ khách hàng bán lẻ
2094,nhân viên nhà hàng (bậc 2)
2095,81504/nhân viên dự án srf/kiên giang/vùng 3
2096,lái xe 5 tấn
2097,văn phòng - thống kê
2098,công nhân xn. cơ khí
2099,công nhân px điện gia dụng
2100,nhân viên ngành hàng tiêu thụ mạnh
2101,nhân viên hóa nghiệm  bộ phận xi mạ
2102,công nhân bộ phận đúc nhựa
2103,công nhân may lót cánh
2104,công nhân dán lót lưỡi gà
2105,công nhân may 2 kim
2106,công nhân phụ phẩm fillet
2107,kỹ thuật viên đánh máy
2108,cn vận hành dây chuyền sợi
2109,nhân viên hành chính nhân sự tổng hợp
2110,công nhân may thân
2111,công nhân cơ điện lò
2112,công nhân may chuyền 1
2113,công nhân khâu cắt
2114,thủy thủ
2115,tổ trưởng tổ kho quỹ - kbnn hưng hà
2116,thủ quỹ
2117,kỹ sư. phòng vật tư-thiết bị y tế
2118,phó hiệu trưởng. trường mầm non xa mát
2119,x9-vat tu sat
2120,nhân viên  thiết kế rập p.kt-cn
2121,phó bí thư đoàn tn
2122,công nhân lái xe vận chuyển đất đá và than tại khu vực khai thác mỏ
2123,cán bộ cấp 2
2124,công nhân khâu chặt
2125,nhân viên phòng phục vụ bạn đọc
2126,nv lắp ráp máy
2127,công nhân sản xuất dây điện xe hơi
2128,công nhân điện chiếu sáng
2129,nhân viên thu hồi nợ
2130,công nhân thử việc
2131,công nhân may công nghiệpline 21 f2
2132,lái xe nâng
2133,vận hành máy in hoa trên trục  trên lưới
2134,lái xe tải &gt; 25 tấn
2135,công nhân quét mek
2136,nhân viên qc thiết bị đo
2137,cn luyện cao su
2138,công nhân bị liệu a
2139,nhân viên kỹ thuật chăn nuôi  chăm sóc gia súc  gia cầm
2140,công nhân chặt da liệu
2141,nhân viên - v03 - tỉnh lào cai
2142,công nhân sản xuất xơ tổng hợp
2143,giáo viên trường th phường 4b
2144,lái xe taxi 7 chỗ
2145,công nhân cơ khí sửa chữa máy công nghiệp
2146,đại diện bán hàng - bà rịa
2147,công nhân sản xuất sơn
2148,25526 công nhân
2149,công nhân may vi tính
2150,công nhân kiểm tra chất lượng (hoặc kiểm hóa  thu hóa)
2151,nhân viên thu tiền
2152,giáo viên mầm non dân lập
2153,công nhân cắt gọt
2154,công nhân may bậc 1/6
2155,công nhân mel(b)
2156,tập sự dược sỹ trung cấp
2157,thợ sơn thời vụ
2158,tiếp viên bậc 1/5
2159,công nhân sản xuất giầy xí nghiệp hải thất
2160,công nhân dập
2161,nhân viên làm giá
2162,công nhân chất lượng (qa-qc)/hns
2163,công nhân sản xuất gạch ốp lát
2164,cn sơn
2165,nhân viên - v04 - tỉnh thanh hóa
2166,trường th thanh hưng
2167,tổng đài viên
2168,nhân viên phát triển thị trường
2169,công nhân cắt manh
2170,giám sát kd
2171,công nhân tổ dập
2172,nhân viên tư vấn và giới thiệu sản phẩm (vùng: ii - ngạch: c.20 - bậc : i)
2173,công nhân phân xưởng hoàn chỉnh
2174,công nhân vận hành thiết bị may công nghiệp  bậc 1/6
2175,nhân viên se  sợi
2176,bảo trì máy may
2177,thủ kho vật tư thiết bị cơ khí sản xuất xi măng
2178,công nhân băng chuyền
2179,công nhân  phòng sản xuất
2180,giáo viên  tổ trưởng
2181,nhân viên kho siêu thị - v04 - đồng tháp
2182,cn quấn
2183,công nhân ép máy caochupo
2184,giỏo viờn
2185,kế toán
2186,công nhân mài bóng
2187,cụng nhõn may cụng nghiệp (may ba lụ  giỏ  tỳi xỏch)
2188,công nhân vận hành máy may công nghiệp - a248482/a22
2189,giáo viên
2190,công nhân chuyền chuẩn bị
2191,công nhân may trong may công nghiệp
2192,công nhân vận hành trạm bậc 5/7
2193,công nhân bộ phận multi casting
2194,cn cơ điện
2195,giám sát phục vụ
2196,nhân viên lắp ráp
2197,nhân viên phục vụ - bệnh viện đa khoa huyện tân thành
2198,công nhân may bật 1/12
2199,nhân viên vệ sinh
2200,công nhân sửa chữa - 3/7
2201,cn.kiểm hàng
2202,giáo viên mầm non (lao động hợp đồng)
2203,công nhân phân xưởng pha cắt
2204,nhân viên thủ kho -  làm việc tại đà lạt  lâm đồng
2205,công nhân mạ kẽm - bậc 1/5
2206,công nhân bậc 3/7
2207,cán bộ kt
2208,công nhân gắn thô (sợi con)
2209,quản lý công đoạn
2210,nhân viên lái xe 1 tấn
2211,công nhân tẩm bột
2212,công nhân cn rạch giá
2213,giáo viên trường mẫu giáo lht
2214,nhân viên hỗ trợ 1 (sơ chế)
2215,ckcb
2216,công nhân - thoa - quét keo
2217,công nhân đứng máy ép đế
2218,công chức tư pháp hộ tịch
2219,giám sát bh tổng hợp
2220,nhân viên it
2221,chuyên viên dịch vụ khách hàng - hà tĩnh
2222,công nhân chuyền may
2223,nhân viên an toàn và môi trường
2224,nv kiểm tơ sc
2225,công nhân xếp dỡ
2226,nhân viên sau bán hàng kiêm tư vấn - v04 -  triệu sơn - thanh hoá
2227,nhân viên cụng trỡnh
2228,điều hành đtt
2229,công nhân - thoa keo
2230,phó chủ tịch ubmttq
2231,biên kịch
2232,công nhân sấy 1 tổ 1 công đoạn 1
2233,công nhân tổ điện
2234,công nhân vân hành thiết bị may công nghiệp
2235,công nhân máy dán
2236,nhân viên sơn tĩnh điện
2237,công nhân chuẩn bị liệu - tổ chuẩn bị liệu
2238,nhân viên phòng điều khiển trung tâm
2239,công nhân ủi hơi
2240,công nhân vòng ngoài
2241,nv xử lý dữ liệu
2242,công nhân kỹ thuật chăn nuôi
2243,giáo viên tập sự
2244,nhân viên vệ sinh khu vực công cộng
2245,làm mác
2246,cn kt mủ
2247,cán bộ bậc 2
2248,nv kỹ thuật tkbt-nha trang  khánh hòa
2249,thợ điện - cảng chùa vẽ
2250,nhân viên phòng hành chính - nhân sự
2251,công nhân chế biến thủy sản-bộ phận sản xuất
2252,công nhân kiểm râu
2253,công nhân sản xuất loa điện thoại di động
2254,công phụ may 3
2255,nhân viên văn phòng xưởng
2256,nhân viên vệ sinh
2257,công nhân bộ phận may
2258,công nhân chuẩn bị ép
2259,nhân viên bán hàng tại hà nội
2260,công nhân công việc thủ công khác ( dán tem  phối đôi  kiểm liệu )
2261,nhân viên dịch vụ sau bán hàng - v04 - t. nghệ an
2262,công nhân phân xưởng nhuộm
2263,hướng dẫn  viên du lịch
2264,p.xnk
2265,chuyên viên  kỹ sư thủy lợi
2266,operator
2267,nhân viên dealer
2268,công nhân iqc
2269,mài
2270,nhân viên xử lý hợp đồng
2271,kế toán tổng hợp
2272,cán bộ dự án
2273,nv.p.khktvt
2274,công nhân - bảo dưỡng
2275,công nhân gò gót
2276,công nhân khai thác than trong hầm lò
2277,công nhânnhóm hàn đúcxưởng hoa sắt
2278,nhân viên bảo vệ tại nha trang
2279,nhân viên in sơn
2280,kỹ sư cơ khí
2281,k? thu?t viờn
2282,công nhân là chuyền
2283,bán hàng (phường bình trị đông b  quận bình tân  tphcm)
2284,bs. trưởng pk
2285,công nhân bộ phận hoàn chỉnh
2286,kê toán. phòng kế toán tài vụ
2287,công nhân xưởng cắt may
2288,đội trưởng đội quản lý tuyến ql 46&46b
2289,công nhân gia công robot
2290,tổng giám đốc
2291,tổ phó may
2292,y tá trạm y tế xã thông thụ
2293,công nhân đóng lệnh
2294,knitting operator / nhân viên kỹ thuật dệt
2295,công nhân bộ phận pfl
2296,công nhân gỗ
2297,nhân viên trung tâm dịch vụ khách hàng
2298,công nhân hàn gia công lắp ráp
2299,cbị c-in 3
2300,công nhân kiểm tra chất lượng sp
2301,công nhân đúc cán nhôm nóng
2302,nhân viên - v02 - tỉnh ninh bình
2303,10958
2304,công nhân thí nghiệm
2305,công ty tnhh yahon
2306,công nhân vận hành máy và thiết bị hàn  sửa bản mạch
2307,kế toán bán hàng
2308,trung cấp trắc địa  ktv đo đạc
2309,công nhân phòng sản xuất 4
2310,công nhân trồng chè
2311,nhân viên thống kê khoa i
2312,quản đốc phân xưởng
2313,khiêng khuôn
2314,công nhân hoàn thành sản phẩm
2315,nhân viên đóng thùng
2316,bảo vệ văn phòng
2317,công nhân kcs
2318,chủ tịch hội nông dân việt nam
2319,dược tá
2320,công nhân sản xuất dây cáp
2321,kỹ thuật viên quản lý chất lượng
2322,nhân viên bảo trì điện
2323,phân cỡ
2324,công nhân cưa
2325,nhân viên qhkh doanh nghiệp 1
2326,trưởng ca sản xuất
2327,nhân viên - v01 - cn tp.hcm
2328,nhân viên vp
2329,công nhân vận hành dây chuyền sản xuất gạch
2330,công nhân _ xưởng may
2331,5339
2332,cn  vhmm
2333,nhân viên bảo vệ dự án
2334,y sỹ y học cổ truyền
2335,công nhân kiểm hàng may mặc
2336,cn-máy may trụ đứng 1 kim
2337,cn vh máy may công nghiệp
2338,cn định hình
2339,lái xe đầu kéo
2340,công nhân hàng trắng - kcn long khánh  xã bình lộc  t.x long khánh  đồng nai
2341,giáo viên tiểu học hạng ii
2342,1006481
2343,giáo viên hợp đồng trường mầm non 22/12
2344,giáo viên trung học
2345,nhân viên - v04 - tỉnh bến tre
2346,trợ lý hành chính
2347,cb tư pháp - hộ tịch
2348,cán bộ đội công tác
2349,y tá chính b12/12
2350,nhân viên hạt kiểm lâm mũi cà mau
2351,công nhân hậu cần nguyên phụ liệu
2352,nhân viên bán hàng - thanh hoá - kv3
2353,kiểm ngân viên
2354,nhân viên thu tiền vệ sinh
2355,công nhân phòng in
2356,công nhân sơn
2357,giaó viên
2358,nhân viên tiếp tân
2359,nhân viên nhân viên soạn hàng
2360,gò dán 2
2361,cạo mủ
2362,công nhân chuẩn bị - lắp ráp 16
2363,giáo viên tiếng anh
2364,nhân viên bậc 1
2365,thao tác viên
2366,công nhân tổ lắp ráp 1
2367,kỹ sư điện tàu thủy
2368,nhân viên injection
2369,công nhân focus 2
2370,công nhân giặt công nghiệp
2371,công nhân trồng chăm sóc cà phê
2372,trợ lý trưởng bp. dịch vụ khách hàng
2373,công nhân sửa chữa máy may công nghiệp
2374,công nhân máy ép  tổ máy ép
2375,công nhân so  sửa bán thánh phẩm (may công nghiệp)
2376,công nhân quấn băng
2377,công nhân cắt công nghiệp
2378,công nhân phòng sạch
2379,lái xe cơ quan
2380,nhân viên kỹ thuật - chi nhánh dvcn số 3 - xí nghiệp dịch vụ cấp nước tây bắc tp vinh
2381,công nhân  cơ khí
2382,công nhân đóng gói - tổ đóng gói xưởng may áo thun
2383,giáo viên - trường mẫu giáo lương tâm
2384,nhân viên xn xn lắp ráp
2385,kỹ thuật viên nn
2386,thợ cưa
2387,công nhân đội chăm sóc vườn hoa
2388,weigh bridge operator/ nhân viên trạm cân
2389,công nhân đổ sáp
2390,nhân viên - v01 - hải phòng
2391,công nhân sản xuất muối
2392,nhân viên thủ kho
2393,công nhân sản xuất bông
2394,công nhân kaifa
2395,công nhân-chuyền may
2396,giám đốc chi nhánh
2397,công nhân bộ phận nos f
2398,giao dịch viên khối khách hàng cá nhân	pvcombank đồng nai
2399,y tá - khoa ngoại
2400,công nhân lắp ráp camera
2401,cn chăn nuôi
2402,56743- nv sales dsms - tiền giang - vùng 02
2403,cn bảo trì điện
2404,công nhân xay đá
2405,nhân viên hỗ trợ bán hàng
2406,công nhântest 2
2407,ca trưởng
2408,công nhân vận hành nhà máy
2409,công nhân dán trang trí 3 sọc
2410,giáo viên trường mầm non thị xã vị thanh
2411,công tác tại vũng tàu
2412,dược sĩ th
2413,nhân viên kỹ thậut
2414,nhân viên bảo vệ rừng
2415,công nhân kiểm bán thành phẩm
2416,nv tiếp thị
2417,cn chế biến gổ xkpq
2418,nhân viên điểm giới thiệu dịch vụ (điện máy) - nơi làm việc: bình phước
2419,công nhân vh
2420,công nhân may mẫu
2421,nhân viên đồng tháp
2422,công nhân mài nước
2423,công nhân chuyền dán-ad
2424,nhân viên bảo vệ bến xe
2425,công nhân xổ vải  giao nhận hàng
2426,cn đóng gói cn
2427,xưởng nhuộm
2428,công nhân truyền dẫn
2429,vm+ nhân viên bán hàng
2430,công nhân vận hành điện lò luyện thép fero phòng vận hành thiết bị
2431,thủ kho bao bì
2432,công nhân đánh xi
2433,công nhân bảo toàn  sửa chữa máy may
2434,công nhân đèn trắng
2435,công nhân  thợ sơn
2436,nhân viên - v03 - tỉnh tiền giang
2437,công nhân tẩy phân xưởng sơn
2438,kỹ sư chăn nuôi
2439,nhân viên bán hàng  tiếp thị (vùng ii)
2440,cn-gấp tỉa vật liệu
2441,nhân viên caddy
2442,cnkt
2443,công nhân-69721
2444,công nhân bộ phận mài
2445,thanh tra
2446,công nhân vận hành máy may( may công nghiệp)
2447,nhân viên thu hồi nợ thẻ tín dụng
2448,phó hiệu trưởng trường mầm non ia ka
2449,công nhân qc1
2450,công nhân hàn điện trong hầm tàu  hầm xà lang phòng vỏ lắp ráp
2451,công nhân sơn lót
2452,ktv
2453,phó giám đốc xí nghiệp giặt
2454,phụ kho
2455,công nhân lđpt
2456,lái xe-vùng 2-đà lạt
2457,công nhân bao bì xn thắng lợi
2458,công nhân    hàn a1.8 nhóm ii bậc 1/7
2459,nhân viên - v02 - tỉnh long an
2460,công nhân sơn treo
2461,lái máy xúc dưới 4m3/gầu
2462,công nhân  thủy nông
2463,công nhân may công nghiệp (lđhđ)
2464,giáo viên tổ phó tổ sinh hóa
2465,phó bí thư đoàn thanh niên
2466,công nhân gò hàn
2467,trung cấp mầm non
2468,công nhân nối thân ruột phích
2469,trưởng khoa dược cận lâm sàng
2470,công nhân sản xuất đá dăm
2471,tổng đài_cn đn
2472,quản lý viên
2473,công nhân phục vụ
2474,thợ cắt
2475,nhân viên quản gia
2476,công nhân qc hàng trắng
2477,nhân viên - v02 - tỉnh bắc ninh
2478,giáo viên trường mẫu giáo hòa an
2479,nấu ăn
2480,nhân viên đứng máy oe
